scissors/tatami/artificial_light/angle1/video_0022_0003.npy x,129.88961038961037,181.83766233766227,202.6168831168831,129.8896103896103,241.57792207792207,189.62987012987003,310.4090909090909,246.7727272727272,336.38311688311694,216.90259740259734
wrench/tatami/artificial_light/angle1/video_0020_0000.npy x,349.37012987012986,280.53896103896096,331.1883116883117,246.7727272727272,387.03246753246754,248.0714285714285,476.6428571428571,171.4480519480519,528.5909090909091,266.2532467532467
scissors/tatami/artificial_light/angle1/video_0014_0008.npy x,324.6948051948052,238.98051948051943,324.6948051948052,237.68181818181813,429.8896103896104,263.6558441558441,559.7597402597403,283.13636363636357,566.2532467532468,341.57792207792204
scissors/tatami/artificial_light/angle1/video_0014_0007.npy x,325.9935064935065,238.98051948051943,327.2922077922078,238.98051948051943,425.9935064935065,266.2532467532467,561.0584415584416,285.7337662337662,561.0584415584416,340.27922077922074
wrench/tatami/artificial_light/angle1/video_0014_0000.npy x,370.1493506493507,275.3441558441558,164.9545454545454,263.6558441558441,158.46103896103895,300.01948051948045,325.9935064935065,283.13636363636357,370.1493506493507,289.6298701298701
wrench/tatami/artificial_light/angle1/video_0016_0007.npy x,449.37012987012986,280.53896103896096,246.77272727272728,246.7727272727272,288.33116883116884,198.72077922077915,389.62987012987014,270.1493506493506,435.08441558441564,298.72077922077915
wrench/tatami/artificial_light/angle1/video_0016_0006.npy x,427.2922077922078,303.91558441558436,241.57792207792207,253.2662337662337,298.72077922077926,187.03246753246748,389.67918790070684,269.7219299687654,440.27922077922074,275.3441558441558
wrench/tatami/artificial_light/angle1/video_0018_0000.npy x,349.37012987012986,240.27922077922074,361.0584415584416,232.48701298701292,400.01948051948057,263.6558441558441,515.6038961038961,327.2922077922077,503.9155844155845,376.6428571428571
scissors/tatami/artificial_light/angle1/video_0018_0006.npy x,597.422077922078,267.551948051948,354.56493506493507,287.0324675324675,364.9545454545455,314.3051948051948,459.7597402597403,266.2532467532467,523.3961038961039,202.61688311688306
scissors/tatami/window_light/angle1/video_0002_0001.npy x,406.51298701298697,294.82467532467524,275.3441558441558,176.64285714285705,194.82467532467533,283.13636363636357,329.8896103896104,240.27922077922074,418.2012987012987,224.6948051948051
scissors/tatami/window_light/angle1/video_0001_0004.npy x,420.7987012987013,255.86363636363632,220.79870129870127,201.31818181818176,188.3311688311688,280.53896103896096,314.3051948051948,244.1753246753246,415.6038961038961,231.18831168831161
scissors/tatami/artificial_light/angle1/video_0020_0005.npy x,209.1103896103896,225.9935064935064,159.75974025974025,281.83766233766227,262.3571428571429,284.4350649350649,298.72077922077926,337.68181818181813,394.82467532467535,266.2532467532467
scissors/tatami/artificial_light/angle1/image_0015.npy x,281.8376623376623,200.01948051948045,316.9025974025974,170.1493506493506,375.3441558441558,258.4610389610389,438.98051948051943,349.37012987012986,449.37012987012986,345.47402597402595
pliers/counter/artificial_light/angle1/image_0004.npy x,250.6688311688312,101.31818181818176,367.5519480519481,141.57792207792198,379.2402597402597,107.81168831168821,337.68181818181824,253.2662337662337,411.7077922077922,161.05844155844147
wrench/tatami/artificial_light/angle1/video_0022_0002.npy x,418.2012987012987,161.05844155844147,341.57792207792204,164.95454545454538,398.72077922077926,257.1623376623376,394.82467532467535,303.91558441558436,427.2922077922078,303.91558441558436
wrench/tatami/artificial_light/angle1/image_0005.npy x,331.1883116883117,303.91558441558436,336.38311688311694,290.9285714285714,379.2402597402597,319.49999999999994,549.3701298701299,405.21428571428567,531.1883116883117,437.68181818181813
wrench/tatami/artificial_light/angle1/video_0016_0003.npy x,420.7987012987013,277.94155844155836,215.60389610389612,258.4610389610389,324.6948051948052,179.24025974025966,363.6558441558442,271.4480519480519,392.22727272727275,318.20129870129864
scissors/tatami/artificial_light/angle1/video_0014_0001.npy x,333.78571428571433,224.6948051948051,313.0064935064935,264.9545454545454,422.0974025974026,263.6558441558441,545.474025974026,246.7727272727272,555.8636363636364,353.2662337662337
