/home/ilee141/asus_video/scissors/tatami/artificial_light/angle1/image_0023.npy x,279.2402597402597,257.1623376623376,179.24025974025975,368.8506493506493,342.87662337662334,201.31818181818176,346.77272727272725,207.81168831168821,157.16233766233765,318.20129870129864
/home/ilee141/asus_video/wrench/tatami/artificial_light/angle1/video_0020_0001.npy x,384.43506493506493,250.6688311688311,349.37012987012986,285.7337662337662,466.2532467532468,176.64285714285705,332.48701298701303,248.0714285714285,527.2922077922078,270.1493506493506
/home/ilee141/asus_video/scissors/tatami/artificial_light/angle1/image_0019.npy x,253.26623376623374,283.13636363636357,145.47402597402595,274.0454545454545,390.92857142857144,275.3441558441558,403.9155844155845,329.8896103896103,148.07142857142856,272.7467532467532
/home/ilee141/asus_video/scissors/tatami/artificial_light/angle1/video_0020_0006.npy x,263.6558441558442,292.22727272727263,220.79870129870127,228.590909090909,289.62987012987014,346.77272727272725,153.26623376623374,293.52597402597394,390.92857142857144,270.1493506493506
/home/ilee141/asus_video/scissors/tatami/artificial_light/angle1/video_0010_0006.npy x,259.7597402597403,354.564935064935,119.49999999999997,332.4870129870129,372.7467532467533,423.39610389610385,361.0584415584416,445.47402597402595,174.04545454545453,254.564935064935
/home/ilee141/asus_video/scissors/tatami/artificial_light/angle1/video_0016_0002.npy x,383.1363636363636,241.57792207792204,271.4480519480519,209.11038961038952,471.4480519480519,303.91558441558436,451.96753246753246,323.39610389610385,329.8896103896104,166.25324675324669
/home/ilee141/asus_video/wrench/tatami/artificial_light/angle1/video_0016_0003.npy x,363.6558441558442,271.4480519480519,420.7987012987013,277.94155844155836,215.60389610389612,258.4610389610389,392.22727272727275,318.20129870129864,324.6948051948052,179.24025974025966
/home/ilee141/asus_video/scissors/tatami/artificial_light/angle1/video_0016_0007.npy x,345.47402597402595,240.27922077922074,346.77272727272725,163.65584415584408,364.9545454545455,335.0844155844155,449.37012987012986,267.551948051948,218.20129870129867,246.7727272727272
/home/ilee141/asus_video/wrench/tatami/artificial_light/angle1/image_0000.npy x,311.7077922077922,272.7467532467532,266.2532467532468,302.61688311688306,433.78571428571433,215.60389610389603,279.2402597402597,310.4090909090909,411.7077922077922,193.52597402597394
/home/ilee141/asus_video/scissors/tatami/artificial_light/angle1/video_0020_0000.npy x,263.6558441558442,284.4350649350649,161.05844155844156,266.2532467532467,401.31818181818187,285.7337662337662,164.9545454545454,255.86363636363632,363.6558441558442,345.47402597402595
/home/ilee141/asus_video/scissors/tatami/artificial_light/angle1/video_0016_0004.npy x,381.8376623376623,240.27922077922074,442.87662337662334,325.9935064935064,342.87662337662334,164.95454545454538,481.8376623376623,277.94155844155836,257.1623376623377,237.68181818181813
/home/ilee141/asus_video/scissors/tatami/artificial_light/angle1/image_0003.npy x,325.9935064935065,181.83766233766227,281.8376623376623,113.00649350649343,344.17532467532465,259.75974025974017,322.0974025974026,100.01948051948045,333.78571428571433,263.6558441558441
